freq,comp0,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,comp10,comp11,comp12,comp13,comp14,comp15,comp16,comp17,comp18,comp19,comp20,comp21,comp22,comp23,comp24,comp25,comp26,comp27,comp28,comp29,comp30,comp31,comp32,comp33,comp34,comp35,comp36,comp37,comp38,comp39,comp40,comp41,comp42,comp43,comp44,comp45,comp46,comp47,comp48,comp49,comp50,comp51,comp52,comp53,comp54,comp55,comp56,comp57,comp58,comp59,comp60,comp61,comp62,comp63,comp64,comp65,comp66,comp67,comp68,comp69,comp70,comp71,comp72,comp73,comp74,comp75,comp76,comp77,comp78
8.00015792872,1.4778911024e-06,2.70097704374e-08,6.45223067731e-08,4.98610364852e-06,3.28979507804e-07,2.6474499316e-07,9.13613477805e-08,2.18621970481e-07,2.37020148821e-07,2.42578701888e-06,2.24721850126e-05,1.53905511071e-06,6.02757462836e-06,3.36426857021e-08,1.76525170163e-07,1.5812304125e-06,2.01755080495e-07,4.10332400718e-07,1.93423277131e-08,3.92360691545e-09,2.01232305697e-08,5.13394552288e-09,1.14033010235e-08,9.27824175845e-09,5.91923011994e-09,9.57450229991e-09,2.27553361467e-08,3.6527034553e-08,1.58021092596e-08,2.23410552422e-10,1.2920865086e-09,1.48098080405e-08,1.0576753696e-07,2.16740605992e-08,3.28120337576e-09,2.45592356093e-09,1.15213992467e-08,2.95064301873e-09,3.15856937348e-09,3.7149926897e-08,8.8444655964e-09,2.21895868669e-08,2.68709291715e-09,1.92193457526e-08,1.506276104e-08,5.54985946794e-09,1.22594030034e-08,5.33793163223e-10,1.84660877107e-09,4.24579995976e-09,1.48537046239e-08,1.45141884829e-08,2.2835146868e-09,2.98685301086e-09,2.24509622211e-09,4.0952316245e-09,4.07365465257e-09,3.50744641163e-09,1.24993539144e-08,7.05826936687e-10,6.49728838142e-09,1.01916554e-08,4.2846167769e-09,3.47025016492e-09,3.13530671257e-09,5.78001838642e-09,4.68928242605e-09,5.92034290348e-09,1.71055317041e-08,3.32234181992e-08,2.67626301547e-08,7.93626087334e-09,5.37797759796e-09,6.21350534689e-09,1.40498235009e-09,1.0822945962e-09,7.29343555433e-09,5.17975344962e-11,8.36471055081e-09
8.00040046064,2.25974812122e-06,6.01144054479e-08,1.26126746472e-07,7.55354653287e-07,1.83380802746e-07,1.05563555273e-06,4.36533754939e-08,1.84339472232e-07,1.20416532923e-07,7.68830645707e-08,2.18075057706e-05,1.32283496097e-06,5.57356471201e-06,6.80813418846e-08,2.26969565081e-07,1.67398068509e-06,2.05398572289e-07,3.49986867604e-07,1.17671369587e-08,1.77550714858e-08,1.83079302682e-08,8.17772742469e-09,4.15250555335e-09,1.23434574502e-08,1.06504995632e-08,6.33649795771e-08,1.48668639588e-08,4.32733879065e-08,2.72188021657e-09,4.8444360122e-09,8.71573404986e-09,3.99309668664e-09,6.75889723073e-08,2.11201989529e-08,9.46207902144e-09,2.83520767304e-09,4.06229023963e-09,6.08750092157e-09,9.58391963213e-10,5.25093797993e-08,6.01740321526e-09,1.21950975535e-08,1.74965624492e-09,3.1873355844e-08,1.02774054858e-08,2.40908073854e-08,6.59982914296e-09,8.81854718793e-09,6.43888833735e-09,5.98147487047e-09,6.37414302369e-09,1.56097409939e-08,2.70070297184e-09,8.6401088644e-09,9.14809670045e-11,5.29627508496e-09,2.51705268446e-10,1.23963438428e-09,8.93630555223e-09,1.71858516093e-10,1.01006306592e-08,5.38947183526e-09,2.66351250485e-09,2.74553943942e-11,2.52184492814e-09,1.05802367776e-09,5.80409470599e-09,3.06324709302e-09,9.41303265136e-09,2.32622248146e-08,1.40708734684e-08,3.28926401598e-09,3.6555211469e-09,2.32019431185e-09,4.97530107583e-09,1.3714840771e-09,5.05543401904e-10,8.30973759303e-10,1.15754672e-08
8.00064299256,2.12894588367e-06,4.78304030064e-08,3.05982879047e-07,1.01842619936e-06,2.99828845839e-07,1.06767294776e-06,1.22826439099e-07,1.57239537367e-07,7.34059039245e-08,7.98789637515e-08,2.11563079884e-05,1.41593214703e-06,5.2353775405e-06,3.77119520614e-08,2.62995134568e-07,1.80886869546e-06,1.92462720185e-07,2.00650615487e-07,4.41126682969e-10,3.38912257033e-08,1.98967122743e-08,6.60936278292e-09,4.72112541514e-09,2.38800390467e-08,3.96226467438e-08,6.61916240533e-08,8.47498964711e-09,5.14784741827e-08,5.17881311267e-10,9.42398674782e-09,9.03179252394e-09,2.23876868026e-10,5.20211632809e-08,5.0988188578e-10,3.09715295606e-09,8.35939520875e-10,6.56013317591e-09,7.47712229151e-09,7.67404549356e-10,1.54345711258e-08,2.3499507443e-09,8.01629753169e-09,7.51737350906e-10,2.43965488509e-08,5.87971178921e-09,1.45826558603e-08,6.71563074972e-09,1.17242975017e-08,5.53901391272e-09,3.54582746899e-09,5.73735999399e-09,6.92807830348e-09,7.49497787253e-09,5.94550758921e-09,1.14766077301e-09,4.31389628041e-09,4.58091757654e-09,1.12523070943e-08,2.25383445192e-09,1.23856070099e-09,1.01667892996e-08,2.52011045075e-09,1.04737628896e-08,1.491391079e-09,2.60705309394e-10,4.77870176571e-09,6.09946877586e-09,5.9240940478e-11,8.81129893904e-09,9.30183314445e-09,2.4335496239e-10,9.36227795416e-10,1.38924940807e-09,1.48186201666e-09,2.79514881452e-09,2.69235861127e-10,2.31048812339e-09,2.85753922712e-09,1.17723258839e-08
8.00088552448,8.74920058509e-07,1.09842537088e-07,1.83598423199e-07,9.09013117105e-07,1.84059841515e-07,1.16712953102e-07,2.6685101631e-07,6.8242842884e-08,4.61028004336e-08,9.73461142244e-08,1.95141081449e-05,1.36489629215e-06,5.59765780963e-06,8.0455205344e-10,2.02429864543e-07,1.66418994531e-06,2.03896697579e-07,2.64774279793e-07,6.95381066942e-09,8.78153954407e-09,6.55823455441e-09,2.09333559703e-08,1.73091178627e-08,2.75180869314e-08,2.53234265656e-08,3.62771152091e-08,5.05763655649e-09,1.7230751531e-08,6.90502569247e-10,8.0482655355e-09,2.86298205672e-09,1.76470681104e-09,7.30294992198e-08,2.37267858795e-08,7.27834334422e-09,4.64134224129e-09,3.1419445418e-08,3.44892293775e-09,1.63047691719e-09,4.57231336804e-09,3.80948266545e-09,5.76930157429e-09,1.26637638543e-09,1.1035774989e-08,1.31031287282e-08,3.73607317841e-09,1.67372255897e-09,3.66246518866e-09,3.66403268286e-09,7.08322430581e-09,8.85824615609e-09,1.3697184263e-09,3.04507337893e-09,6.88406224902e-09,5.997229545e-10,2.75333337412e-09,1.45366313849e-08,1.84451777114e-08,1.08131063554e-09,3.76133484126e-09,2.65566240341e-09,2.42391045414e-09,1.23383221633e-08,3.4431644862e-10,1.54771486476e-09,1.88297482307e-08,5.34800713084e-09,2.65282708293e-10,9.07990927534e-09,1.91479699997e-09,7.59446634932e-09,6.56267519636e-09,3.56146791896e-09,4.27428238961e-09,2.71242086678e-09,1.50515101277e-09,4.1345623568e-09,1.08209165259e-09,3.26248764247e-09
8.0011280564,1.19408427763e-07,6.62150972138e-08,1.96282387413e-07,8.05046134424e-07,9.41610107852e-08,3.47803543391e-07,1.58511398173e-07,5.07979694301e-08,1.3094254745e-07,3.48449511188e-08,1.98422891038e-05,1.09179895108e-06,5.25396429422e-06,7.63543148451e-08,1.56659461204e-07,1.56111499959e-06,2.24631225187e-07,2.61821013745e-07,8.24864501922e-09,3.79772935018e-09,1.43690611972e-09,3.27940534703e-08,1.0716637028e-08,1.50209993799e-08,5.59183877588e-10,4.40755981513e-08,5.54309999502e-10,2.79688282525e-08,2.87569253557e-10,5.89885979914e-09,6.47293397521e-09,9.85690390173e-09,2.8511779048e-08,3.73815199219e-08,7.29384993636e-09,6.50627432665e-09,2.45542524768e-08,4.41310626849e-09,6.82633917935e-09,4.57008084035e-08,4.20138025227e-09,1.01898719117e-09,7.09213968231e-09,3.8243618354e-09,8.01252433779e-09,2.22064443476e-08,5.28880469366e-09,3.50201416986e-09,6.63314713306e-09,1.68501376131e-08,3.99679843761e-09,2.28156311891e-09,9.97094091196e-10,7.88425116965e-09,4.79157183012e-09,1.99154966866e-09,4.96515679516e-09,1.80140355543e-08,2.03098268763e-09,8.28212063931e-09,1.88367216002e-09,3.82375067115e-09,6.76774175836e-09,1.59042520219e-09,6.21946427252e-10,2.56647259125e-08,3.21921533096e-09,1.14096365872e-09,2.99533803815e-09,2.23526665959e-08,1.02216638236e-08,4.46832718039e-09,6.75273263845e-09,3.98237642121e-09,4.84764896876e-09,2.63959486092e-09,5.51957972834e-09,1.73223225028e-09,1.33543066808e-10
8.00137058832,2.46064700823e-07,1.46931918648e-07,2.80888631814e-07,9.53640689711e-07,2.48591808013e-07,7.15002090033e-07,1.9446903918e-08,1.47538919071e-07,4.84545916933e-08,6.80584115342e-08,1.93347022232e-05,9.90649546736e-07,4.75525576871e-06,1.15383161375e-07,1.55314016287e-07,1.63583053161e-06,1.61791375078e-07,2.07096787381e-07,4.89404839612e-10,1.47118416092e-08,4.44668455753e-09,1.69388712306e-08,6.15366917591e-10,1.02082401002e-08,1.50356217264e-08,3.93968192709e-08,1.79221635316e-08,4.3894747463e-08,8.13145204267e-10,2.84861827813e-09,2.28036773643e-08,9.71086604227e-09,5.24388423644e-08,1.27117619216e-08,1.88842053916e-09,2.8408704245e-11,3.23425812488e-09,1.42632607305e-09,1.19430125289e-08,4.46111953292e-08,9.28960937075e-09,1.60882786875e-09,1.6407083142e-08,3.31512880759e-09,8.92269603705e-09,2.00618675641e-08,4.02377346361e-09,1.28174178528e-08,1.38021547107e-08,5.37175511843e-09,2.74957600453e-10,4.52623902024e-09,5.95968263337e-09,6.90638913761e-09,5.01476490418e-09,2.06736185306e-09,7.71296892738e-10,7.16327057377e-09,9.67230303235e-10,8.00205719892e-09,2.44041076121e-09,4.00065046216e-09,6.58417116478e-09,5.40182922201e-09,8.35265304233e-10,1.84360907948e-08,1.16638700188e-09,2.81321716873e-09,2.16754259062e-09,2.56314213837e-08,1.27125992872e-09,1.69257502534e-09,4.84232438366e-09,3.43772552358e-09,2.300409892e-09,2.7532292574e-09,6.75105106242e-09,1.30813695769e-09,3.55480640729e-10
8.00161312024,2.61797207764e-07,2.53780245403e-07,1.49806120793e-07,6.36239843079e-07,3.87131141683e-07,3.0176865155e-07,5.22293830495e-08,1.28534513308e-07,8.09564616806e-08,1.12823462467e-07,1.87083399239e-05,1.29367349391e-06,4.58581308819e-06,5.0889501454e-08,1.49882377073e-07,1.67395989364e-06,1.92395930096e-07,2.29039239787e-07,3.70597888233e-09,5.05591664512e-09,7.12570406019e-09,1.8043432566e-08,4.95222416205e-09,9.63120559951e-09,3.85972914459e-08,2.49564482034e-08,3.53857923875e-08,3.876284302e-08,3.04806812081e-09,3.43467888105e-10,1.58938201131e-08,2.75901242316e-09,8.51143204424e-08,8.39177863046e-09,5.4340324256e-11,3.40436305498e-09,8.61084337996e-09,3.82154475014e-09,6.27849477425e-09,1.29807835183e-08,1.80893344844e-08,1.94958656615e-09,1.59807505152e-08,3.01814204319e-09,1.10881806046e-09,6.44663793577e-09,1.05635568729e-09,9.22058145833e-09,1.54948989868e-08,3.71777097278e-09,2.78167919394e-09,2.58337938716e-09,6.71679994784e-09,4.47092391773e-09,1.70203719764e-10,1.11305439832e-09,6.50718748982e-09,7.81806288037e-11,8.26115366852e-10,3.42850322055e-09,6.9275190295e-09,2.82149623314e-09,1.0884159896e-09,4.34103275382e-09,2.51958480706e-09,7.44773626144e-09,3.00110775861e-10,5.2249717945e-09,6.93466684466e-09,5.94696320657e-09,6.83700572528e-09,7.50052875374e-10,7.3788633442e-09,5.26147573796e-09,1.92329688563e-09,5.27763109412e-09,1.59286159987e-09,5.33390525426e-10,2.02859115645e-09
8.00185565216,1.00555734576e-07,1.5170741521e-07,7.19309232192e-08,7.99818077244e-07,5.4513345548e-08,3.33276879956e-07,1.50927020405e-07,3.29023575287e-08,6.87964125023e-08,1.46441595252e-07,1.83317939183e-05,1.14483268249e-06,4.27650980301e-06,8.25150673125e-08,1.62721099162e-07,1.92830074655e-06,3.27207133401e-07,1.92446045018e-07,3.64750502248e-09,1.5991903266e-09,3.82764838926e-09,4.7398438576e-10,7.74237587305e-11,4.25544087042e-08,4.37531974693e-08,2.75483469778e-08,2.39656868924e-08,1.27904047179e-08,2.36986887755e-09,8.0451344138e-09,1.7826387334e-09,7.50491620051e-09,8.90098673109e-08,4.25943461158e-09,5.9735144164e-09,8.41937158803e-09,1.91940923057e-08,1.17251599737e-08,4.27671694162e-10,2.18697977468e-08,2.4131239157e-08,1.64354317538e-09,6.43100286204e-09,1.30814224662e-09,3.57051712911e-09,2.90533749042e-09,9.60669946316e-09,1.67773508328e-09,6.17082569948e-09,1.46889363009e-08,9.81047224697e-09,4.71614750494e-09,1.49075290391e-08,2.22794623523e-08,2.11272693814e-09,2.376839921e-09,1.14662934019e-08,3.19333283658e-09,2.34367793698e-09,3.30737154673e-09,1.70145909044e-09,7.19511078566e-10,3.645099333e-09,2.22404239957e-09,6.29814882817e-09,3.7013673798e-09,4.05069356913e-09,3.44140070337e-09,4.29234479619e-09,2.45977962661e-09,1.71227526853e-08,1.01285981067e-10,1.36727706072e-08,7.06174154991e-09,1.02182195227e-08,2.26817418527e-09,2.90998560892e-09,4.87083626559e-10,1.83104386804e-09
8.00209818408,3.01620870978e-07,1.88759029619e-07,1.87222489727e-07,9.64566877183e-07,2.05138931654e-07,2.80197920461e-07,3.9212230952e-07,3.88484908286e-08,6.16724278768e-08,1.01289378124e-07,1.82681077826e-05,7.91094423213e-07,4.73330719832e-06,5.23162976791e-08,1.21290499686e-07,1.80454899226e-06,1.93299721098e-07,2.22452325685e-07,2.07823922964e-10,5.06565310753e-09,2.40578774679e-09,8.41412596197e-09,1.1342876995e-08,4.32061282851e-08,3.09017732806e-08,3.75408644782e-08,5.4236905542e-09,2.78843089359e-08,1.46529942724e-10,1.51626493501e-08,1.85419580465e-09,3.75976941296e-09,5.12628239283e-08,4.29469851816e-09,2.51131810327e-08,7.24445944626e-09,6.28667984894e-09,2.28577849788e-08,1.17971403551e-09,4.27979141452e-08,1.44011197844e-08,1.09482102466e-09,1.09043300221e-09,6.9916370332e-09,7.0656171711e-09,8.91767434689e-09,8.02147614086e-09,4.34774866326e-09,2.32587351892e-10,1.53407750988e-08,9.64526987933e-09,4.34825535844e-09,6.53645446649e-09,2.07791816032e-08,4.53167459669e-09,4.00012685757e-10,1.64482749948e-08,2.54090450764e-09,6.35504579159e-09,2.50271878319e-09,5.65075761276e-10,3.341780016e-10,1.52582351555e-08,5.25332360852e-09,1.00935626462e-08,5.62752741796e-09,7.18026652129e-09,6.80842806792e-10,1.18212253863e-09,7.75626177914e-09,1.52456018558e-08,4.12823644598e-10,4.00707788284e-09,3.58192631266e-09,2.92315365902e-09,7.90001615938e-10,8.59740546796e-09,6.27638081714e-10,2.3071724812e-09
8.002340716,5.18049211386e-07,1.36011215175e-07,4.95048269887e-08,8.74211083185e-07,1.25592847136e-07,9.42119676358e-07,1.96545414681e-07,8.42569599904e-08,2.50168361253e-07,6.91363291017e-08,1.79105982084e-05,1.0114172153e-06,5.3024002975e-06,5.84845001588e-09,1.17355675769e-07,1.40338909918e-06,1.30829199711e-07,2.06064600258e-07,3.74254982994e-09,1.4934180225e-08,1.35795151143e-08,1.45109447255e-08,1.48130014482e-08,2.32805610177e-08,9.42641939469e-09,5.18198822811e-08,1.38639108204e-09,2.32629652067e-08,4.73914347046e-09,1.03670671102e-08,3.92598572009e-09,4.71917190518e-09,2.33378017585e-08,3.21757353768e-08,2.06117929293e-08,5.78273213703e-09,1.9121340607e-09,2.16269953918e-08,2.89979125079e-09,3.78134236305e-08,1.18577089764e-08,2.22710323116e-10,1.41556893804e-09,9.31969569668e-09,1.19601607522e-08,1.44517252662e-08,2.59154499365e-09,2.82942336119e-09,3.72365880622e-09,4.00463868319e-09,6.73687471597e-09,2.12242044696e-09,6.23736853386e-10,8.20735391998e-09,8.50833008721e-09,2.82605534291e-09,1.09550210805e-08,9.21512741543e-11,5.81678394842e-09,3.74958918848e-09,2.21199102344e-09,2.74026568649e-09,1.99159862901e-08,5.80185049682e-09,8.96967092853e-09,9.61844853563e-09,4.89994733725e-09,1.18818976756e-09,1.38556011331e-10,1.07626278227e-08,7.67727027178e-09,2.94987648466e-09,1.1512987505e-09,7.75469152735e-09,1.36043566325e-09,1.56129035626e-09,7.4615364313e-09,1.68263037309e-09,2.34417868789e-09
